,Zone,Period,Pickup occurences,Delivery occurences
263,11,23,"{""0"": 362, ""1"": 3}","{""0"": 355, ""1"": 10}"
264,12,0,"{""0"": 361, ""1"": 4}","{""0"": 349, ""1"": 15, ""2"": 1}"
265,12,1,"{""0"": 362, ""1"": 3}","{""0"": 356, ""1"": 8, ""3"": 1}"
266,12,2,"{""0"": 363, ""1"": 2}","{""0"": 360, ""1"": 4, ""2"": 1}"
267,12,3,"{""0"": 364, ""1"": 1}","{""0"": 362, ""1"": 3}"
268,12,4,"{""0"": 360, ""1"": 5}","{""0"": 364, ""1"": 1}"
269,12,5,"{""0"": 346, ""1"": 18, ""3"": 1}","{""0"": 365}"
270,12,6,"{""0"": 324, ""1"": 38, ""2"": 2, ""3"": 1}","{""0"": 358, ""1"": 7}"
271,12,7,"{""0"": 321, ""1"": 39, ""2"": 4, ""4"": 1}","{""0"": 353, ""1"": 12}"
272,12,8,"{""0"": 330, ""1"": 32, ""2"": 2, ""3"": 1}","{""0"": 353, ""1"": 12}"
273,12,9,"{""0"": 343, ""1"": 21, ""3"": 1}","{""0"": 358, ""1"": 7}"
274,12,10,"{""0"": 353, ""1"": 12}","{""0"": 356, ""1"": 8, ""2"": 1}"
275,12,11,"{""0"": 350, ""1"": 14, ""2"": 1}","{""0"": 349, ""1"": 15, ""2"": 1}"
276,12,12,"{""0"": 346, ""1"": 17, ""2"": 2}","{""0"": 349, ""1"": 16}"
277,12,13,"{""0"": 348, ""1"": 16, ""2"": 1}","{""0"": 338, ""1"": 26, ""2"": 1}"
278,12,14,"{""0"": 343, ""1"": 22}","{""0"": 328, ""1"": 34, ""2"": 3}"
279,12,15,"{""0"": 337, ""1"": 27, ""2"": 1}","{""0"": 319, ""1"": 44, ""2"": 2}"
280,12,16,"{""0"": 317, ""1"": 46, ""2"": 2}","{""0"": 307, ""1"": 51, ""2"": 7}"
281,12,17,"{""0"": 313, ""1"": 44, ""2"": 6, ""3"": 2}","{""0"": 300, ""1"": 56, ""2"": 8, ""4"": 1}"
282,12,18,"{""0"": 306, ""1"": 53, ""2"": 6}","{""0"": 302, ""1"": 47, ""2"": 13, ""3"": 3}"
283,12,19,"{""0"": 321, ""1"": 36, ""2"": 8}","{""0"": 304, ""1"": 52, ""2"": 8, ""3"": 1}"
284,12,20,"{""0"": 335, ""1"": 28, ""2"": 2}","{""0"": 319, ""1"": 42, ""2"": 4}"
285,12,21,"{""0"": 339, ""1"": 25, ""2"": 1}","{""0"": 327, ""1"": 36, ""2"": 2}"
286,12,22,"{""0"": 353, ""1"": 12}","{""0"": 338, ""1"": 25, ""2"": 2}"
287,12,23,"{""0"": 363, ""1"": 2}","{""0"": 353, ""1"": 12}"
288,13,0,"{""0"": 362, ""1"": 3}","{""0"": 361, ""1"": 4}"
289,13,1,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}"
290,13,2,"{""0"": 365}","{""0"": 364, ""1"": 1}"
291,13,3,"{""0"": 362, ""1"": 3}","{""0"": 363, ""1"": 2}"
292,13,4,"{""0"": 361, ""1"": 4}","{""0"": 363, ""1"": 2}"
293,13,5,"{""0"": 350, ""1"": 14, ""2"": 1}","{""0"": 365}"
294,13,6,"{""0"": 322, ""1"": 39, ""2"": 4}","{""0"": 365}"
295,13,7,"{""0"": 320, ""1"": 38, ""2"": 6, ""3"": 1}","{""0"": 364, ""1"": 1}"
296,13,8,"{""0"": 339, ""1"": 25, ""2"": 1}","{""0"": 364, ""1"": 1}"
297,13,9,"{""0"": 353, ""1"": 12}","{""0"": 363, ""1"": 2}"
298,13,10,"{""0"": 358, ""1"": 6, ""2"": 1}","{""0"": 359, ""1"": 6}"
299,13,11,"{""0"": 361, ""1"": 3, ""2"": 1}","{""0"": 354, ""1"": 11}"
300,13,12,"{""0"": 353, ""1"": 11, ""2"": 1}","{""0"": 346, ""1"": 19}"
301,13,13,"{""0"": 346, ""1"": 19}","{""0"": 340, ""1"": 21, ""2"": 4}"
302,13,14,"{""0"": 352, ""1"": 13}","{""0"": 330, ""1"": 33, ""2"": 2}"
303,13,15,"{""0"": 346, ""1"": 18, ""2"": 1}","{""0"": 303, ""1"": 57, ""2"": 5}"
304,13,16,"{""0"": 327, ""1"": 36, ""2"": 2}","{""0"": 300, ""1"": 56, ""2"": 9}"
305,13,17,"{""0"": 330, ""1"": 35}","{""0"": 323, ""1"": 38, ""2"": 3, ""3"": 1}"
306,13,18,"{""0"": 339, ""1"": 25, ""2"": 1}","{""0"": 329, ""1"": 32, ""2"": 4}"
307,13,19,"{""0"": 344, ""1"": 21}","{""0"": 331, ""1"": 32, ""2"": 2}"
308,13,20,"{""0"": 357, ""1"": 8}","{""0"": 343, ""1"": 22}"
309,13,21,"{""0"": 359, ""1"": 6}","{""0"": 357, ""1"": 8}"
310,13,22,"{""0"": 362, ""1"": 3}","{""0"": 362, ""1"": 3}"
311,13,23,"{""0"": 365}","{""0"": 364, ""1"": 1}"
312,14,0,"{""0"": 357, ""1"": 7, ""2"": 1}","{""0"": 356, ""1"": 8, ""2"": 1}"
313,14,1,"{""0"": 359, ""1"": 6}","{""0"": 359, ""1"": 6}"
314,14,2,"{""0"": 361, ""1"": 3, ""2"": 1}","{""0"": 360, ""1"": 4, ""2"": 1}"
315,14,3,"{""0"": 361, ""1"": 3, ""2"": 1}","{""0"": 358, ""1"": 6, ""2"": 1}"
316,14,4,"{""0"": 363, ""1"": 2}","{""0"": 363, ""1"": 2}"
317,14,5,"{""0"": 325, ""1"": 38, ""2"": 2}","{""0"": 361, ""1"": 4}"
318,14,6,"{""0"": 294, ""1"": 64, ""2"": 7}","{""0"": 357, ""1"": 8}"
319,14,7,"{""0"": 313, ""1"": 48, ""2"": 4}","{""0"": 349, ""1"": 16}"
320,14,8,"{""0"": 332, ""1"": 33}","{""0"": 341, ""1"": 24}"
321,14,9,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 341, ""1"": 22, ""2"": 2}"
322,14,10,"{""0"": 348, ""1"": 17}","{""0"": 343, ""1"": 21, ""2"": 1}"
323,14,11,"{""0"": 346, ""1"": 19}","{""0"": 345, ""1"": 20}"
324,14,12,"{""0"": 331, ""1"": 32, ""2"": 2}","{""0"": 340, ""1"": 22, ""2"": 1, ""3"": 1, ""4"": 1}"
325,14,13,"{""0"": 328, ""1"": 34, ""2"": 3}","{""0"": 321, ""1"": 39, ""2"": 3, ""3"": 1, ""4"": 1}"
326,14,14,"{""0"": 323, ""1"": 40, ""2"": 2}","{""0"": 296, ""1"": 64, ""2"": 5}"
327,14,15,"{""0"": 313, ""1"": 47, ""2"": 4, ""3"": 1}","{""0"": 270, ""1"": 75, ""2"": 19, ""3"": 1}"
328,14,16,"{""0"": 310, ""1"": 46, ""2"": 7, ""3"": 2}","{""0"": 268, ""1"": 79, ""2"": 17, ""3"": 1}"
329,14,17,"{""0"": 304, ""1"": 51, ""2"": 9, ""3"": 1}","{""0"": 303, ""1"": 51, ""2"": 11}"
330,14,18,"{""0"": 312, ""1"": 47, ""2"": 5, ""3"": 1}","{""0"": 310, ""1"": 52, ""2"": 3}"
331,14,19,"{""0"": 325, ""1"": 38, ""2"": 2}","{""0"": 318, ""1"": 46, ""2"": 1}"
332,14,20,"{""0"": 338, ""1"": 25, ""2"": 2}","{""0"": 331, ""1"": 33, ""2"": 1}"
333,14,21,"{""0"": 348, ""1"": 17}","{""0"": 340, ""1"": 25}"
334,14,22,"{""0"": 355, ""1"": 10}","{""0"": 342, ""1"": 23}"
335,14,23,"{""0"": 362, ""1"": 3}","{""0"": 353, ""1"": 12}"
336,15,0,"{""0"": 360, ""1"": 5}","{""0"": 351, ""1"": 12, ""2"": 2}"
337,15,1,"{""0"": 362, ""1"": 3}","{""0"": 351, ""1"": 13, ""2"": 1}"
338,15,2,"{""0"": 360, ""1"": 5}","{""0"": 359, ""1"": 6}"
339,15,3,"{""0"": 361, ""1"": 4}","{""0"": 361, ""1"": 4}"
340,15,4,"{""0"": 364, ""1"": 1}","{""0"": 361, ""1"": 4}"
341,15,5,"{""0"": 360, ""1"": 5}","{""0"": 361, ""1"": 4}"
342,15,6,"{""0"": 346, ""1"": 17, ""2"": 2}","{""0"": 359, ""1"": 6}"
343,15,7,"{""0"": 319, ""1"": 38, ""2"": 7, ""3"": 1}","{""0"": 342, ""1"": 23}"
344,15,8,"{""0"": 301, ""1"": 55, ""2"": 7, ""3"": 2}","{""0"": 328, ""1"": 35, ""2"": 2}"
345,15,9,"{""0"": 318, ""1"": 44, ""2"": 3}","{""0"": 323, ""1"": 41, ""2"": 1}"
346,15,10,"{""0"": 336, ""1"": 25, ""2"": 3, ""3"": 1}","{""0"": 333, ""1"": 29, ""2"": 3}"
347,15,11,"{""0"": 329, ""1"": 33, ""2"": 3}","{""0"": 344, ""1"": 19, ""2"": 2}"
348,15,12,"{""0"": 335, ""1"": 28, ""2"": 2}","{""0"": 337, ""1"": 26, ""2"": 1, ""4"": 1}"
349,15,13,"{""0"": 332, ""1"": 30, ""2"": 3}","{""0"": 332, ""1"": 28, ""2"": 3, ""3"": 1, ""4"": 1}"
350,15,14,"{""0"": 323, ""1"": 35, ""2"": 6, ""3"": 1}","{""0"": 326, ""1"": 33, ""2"": 5, ""3"": 1}"
351,15,15,"{""0"": 313, ""1"": 45, ""2"": 6, ""3"": 1}","{""0"": 299, ""1"": 54, ""2"": 11, ""4"": 1}"
352,15,16,"{""0"": 312, ""1"": 47, ""2"": 6}","{""0"": 293, ""1"": 55, ""2"": 15, ""3"": 2}"
353,15,17,"{""0"": 321, ""1"": 32, ""2"": 10, ""3"": 2}","{""0"": 303, ""1"": 55, ""2"": 6, ""3"": 1}"
354,15,18,"{""0"": 317, ""1"": 35, ""2"": 12, ""3"": 1}","{""0"": 313, ""1"": 45, ""2"": 7}"
355,15,19,"{""0"": 322, ""1"": 39, ""2"": 4}","{""0"": 324, ""1"": 36, ""2"": 4, ""3"": 1}"
356,15,20,"{""0"": 333, ""1"": 32}","{""0"": 324, ""1"": 38, ""2"": 3}"
357,15,21,"{""0"": 340, ""1"": 24, ""2"": 1}","{""0"": 323, ""1"": 38, ""2"": 4}"
358,15,22,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 334, ""1"": 29, ""2"": 2}"
359,15,23,"{""0"": 364, ""1"": 1}","{""0"": 355, ""1"": 10}"
360,16,0,"{""0"": 364, ""1"": 1}","{""0"": 365}"
361,16,1,"{""0"": 365}","{""0"": 365}"
362,16,2,"{""0"": 365}","{""0"": 364, ""1"": 1}"
363,16,3,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}"
364,16,4,"{""0"": 363, ""1"": 2}","{""0"": 364, ""1"": 1}"
365,16,5,"{""0"": 363, ""1"": 2}","{""0"": 364, ""1"": 1}"
366,16,6,"{""0"": 350, ""1"": 15}","{""0"": 364, ""1"": 1}"
367,16,7,"{""0"": 338, ""1"": 26, ""3"": 1}","{""0"": 363, ""1"": 1, ""2"": 1}"
368,16,8,"{""0"": 351, ""1"": 13, ""3"": 1}","{""0"": 363, ""1"": 1, ""2"": 1}"
369,16,9,"{""0"": 364, ""1"": 1}","{""0"": 362, ""1"": 3}"
370,16,10,"{""0"": 364, ""1"": 1}","{""0"": 359, ""1"": 6}"
371,16,11,"{""0"": 363, ""1"": 2}","{""0"": 357, ""1"": 8}"
372,16,12,"{""0"": 361, ""1"": 4}","{""0"": 361, ""1"": 4}"
373,16,13,"{""0"": 361, ""1"": 4}","{""0"": 362, ""1"": 3}"
374,16,14,"{""0"": 361, ""1"": 3, ""2"": 1}","{""0"": 356, ""1"": 9}"
375,16,15,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 335, ""1"": 30}"
376,16,16,"{""0"": 353, ""1"": 12}","{""0"": 329, ""1"": 36}"
377,16,17,"{""0"": 352, ""1"": 13}","{""0"": 348, ""1"": 17}"
378,16,18,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 356, ""1"": 8, ""2"": 1}"
379,16,19,"{""0"": 359, ""1"": 6}","{""0"": 359, ""1"": 6}"
380,16,20,"{""0"": 359, ""1"": 6}","{""0"": 362, ""1"": 3}"
381,16,21,"{""0"": 362, ""1"": 3}","{""0"": 361, ""1"": 4}"
382,16,22,"{""0"": 365}","{""0"": 362, ""1"": 3}"
383,16,23,"{""0"": 365}","{""0"": 364, ""1"": 1}"
384,17,0,"{""0"": 365}","{""0"": 354, ""1"": 11}"
385,17,1,"{""0"": 365}","{""0"": 363, ""1"": 2}"
386,17,2,"{""0"": 365}","{""0"": 362, ""1"": 3}"
387,17,3,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}"
388,17,4,"{""0"": 364, ""1"": 1}","{""0"": 365}"
389,17,5,"{""0"": 361, ""1"": 4}","{""0"": 364, ""1"": 1}"
390,17,6,"{""0"": 346, ""1"": 19}","{""0"": 336, ""1"": 28, ""2"": 1}"
391,17,7,"{""0"": 332, ""1"": 33}","{""0"": 335, ""1"": 29, ""2"": 1}"
392,17,8,"{""0"": 333, ""1"": 32}","{""0"": 361, ""1"": 4}"
393,17,9,"{""0"": 346, ""1"": 19}","{""0"": 358, ""1"": 6, ""2"": 1}"
394,17,10,"{""0"": 352, ""1"": 13}","{""0"": 354, ""1"": 9, ""2"": 2}"
395,17,11,"{""0"": 353, ""1"": 12}","{""0"": 352, ""1"": 11, ""2"": 2}"
396,17,12,"{""0"": 356, ""1"": 9}","{""0"": 348, ""1"": 17}"
397,17,13,"{""0"": 340, ""1"": 24, ""2"": 1}","{""0"": 337, ""1"": 25, ""2"": 3}"
398,17,14,"{""0"": 339, ""1"": 25, ""3"": 1}","{""0"": 336, ""1"": 25, ""2"": 4}"
399,17,15,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 340, ""1"": 23, ""2"": 2}"
400,17,16,"{""0"": 349, ""1"": 14, ""2"": 2}","{""0"": 330, ""1"": 34, ""2"": 1}"
401,17,17,"{""0"": 338, ""1"": 25, ""2"": 2}","{""0"": 329, ""1"": 36}"
402,17,18,"{""0"": 338, ""1"": 26, ""2"": 1}","{""0"": 337, ""1"": 27, ""2"": 1}"
403,17,19,"{""0"": 350, ""1"": 15}","{""0"": 346, ""1"": 19}"
404,17,20,"{""0"": 360, ""1"": 5}","{""0"": 351, ""1"": 14}"
405,17,21,"{""0"": 353, ""1"": 12}","{""0"": 351, ""1"": 14}"
406,17,22,"{""0"": 354, ""1"": 11}","{""0"": 358, ""1"": 6, ""2"": 1}"
407,17,23,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}"
408,18,0,"{""0"": 358, ""1"": 7}","{""0"": 356, ""1"": 9}"
409,18,1,"{""0"": 363, ""1"": 2}","{""0"": 357, ""1"": 8}"
410,18,2,"{""0"": 363, ""1"": 2}","{""0"": 362, ""1"": 3}"
411,18,3,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}"
412,18,4,"{""0"": 355, ""1"": 10}","{""0"": 365}"
413,18,5,"{""0"": 339, ""1"": 25, ""2"": 1}","{""0"": 363, ""1"": 2}"
414,18,6,"{""0"": 323, ""1"": 41, ""2"": 1}","{""0"": 340, ""1"": 25}"
415,18,7,"{""0"": 318, ""1"": 43, ""2"": 4}","{""0"": 334, ""1"": 31}"
416,18,8,"{""0"": 332, ""1"": 28, ""2"": 5}","{""0"": 355, ""1"": 10}"
417,18,9,"{""0"": 341, ""1"": 24}","{""0"": 355, ""1"": 10}"
418,18,10,"{""0"": 346, ""1"": 17, ""2"": 2}","{""0"": 354, ""1"": 11}"
419,18,11,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 352, ""1"": 12, ""2"": 1}"
420,18,12,"{""0"": 334, ""1"": 30, ""2"": 1}","{""0"": 342, ""1"": 21, ""2"": 2}"
421,18,13,"{""0"": 310, ""1"": 49, ""2"": 6}","{""0"": 331, ""1"": 30, ""2"": 4}"
422,18,14,"{""0"": 312, ""1"": 45, ""2"": 8}","{""0"": 321, ""1"": 36, ""2"": 8}"
423,18,15,"{""0"": 324, ""1"": 38, ""2"": 3}","{""0"": 306, ""1"": 56, ""2"": 2, ""3"": 1}"
424,18,16,"{""0"": 323, ""1"": 40, ""2"": 1, ""3"": 1}","{""0"": 303, ""1"": 58, ""2"": 4}"
425,18,17,"{""0"": 324, ""1"": 37, ""2"": 4}","{""0"": 313, ""1"": 47, ""2"": 5}"
426,18,18,"{""0"": 328, ""1"": 33, ""2"": 3, ""3"": 1}","{""0"": 328, ""1"": 33, ""2"": 4}"
427,18,19,"{""0"": 328, ""1"": 31, ""2"": 6}","{""0"": 318, ""1"": 39, ""2"": 8}"
428,18,20,"{""0"": 340, ""1"": 21, ""2"": 4}","{""0"": 313, ""1"": 45, ""2"": 7}"
429,18,21,"{""0"": 338, ""1"": 26, ""2"": 1}","{""0"": 320, ""1"": 42, ""2"": 3}"
430,18,22,"{""0"": 342, ""1"": 23}","{""0"": 295, ""1"": 63, ""2"": 6, ""3"": 1}"
431,18,23,"{""0"": 361, ""1"": 4}","{""0"": 317, ""1"": 47, ""2"": 1}"
432,19,0,"{""0"": 364, ""1"": 1}","{""0"": 365}"
433,19,1,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}"
434,19,2,"{""0"": 365}","{""0"": 364, ""1"": 1}"
435,19,3,"{""0"": 364, ""1"": 1}","{""0"": 365}"
436,19,4,"{""0"": 364, ""1"": 1}","{""0"": 365}"
437,19,5,"{""0"": 360, ""1"": 5}","{""0"": 365}"
438,19,6,"{""0"": 355, ""1"": 10}","{""0"": 365}"
439,19,7,"{""0"": 355, ""1"": 10}","{""0"": 363, ""1"": 2}"
440,19,8,"{""0"": 355, ""1"": 10}","{""0"": 361, ""1"": 4}"
441,19,9,"{""0"": 356, ""1"": 9}","{""0"": 359, ""1"": 6}"
442,19,10,"{""0"": 358, ""1"": 7}","{""0"": 352, ""1"": 12, ""2"": 1}"
443,19,11,"{""0"": 360, ""1"": 5}","{""0"": 351, ""1"": 13, ""2"": 1}"
444,19,12,"{""0"": 357, ""1"": 8}","{""0"": 353, ""1"": 12}"
445,19,13,"{""0"": 348, ""1"": 16, ""2"": 1}","{""0"": 354, ""1"": 10, ""2"": 1}"
446,19,14,"{""0"": 346, ""1"": 17, ""2"": 2}","{""0"": 352, ""1"": 13}"
447,19,15,"{""0"": 348, ""1"": 17}","{""0"": 335, ""1"": 28, ""2"": 2}"
448,19,16,"{""0"": 341, ""1"": 22, ""2"": 2}","{""0"": 321, ""1"": 39, ""2"": 5}"
449,19,17,"{""0"": 332, ""1"": 28, ""2"": 5}","{""0"": 330, ""1"": 30, ""2"": 5}"
450,19,18,"{""0"": 335, ""1"": 27, ""2"": 3}","{""0"": 342, ""1"": 21, ""2"": 1, ""3"": 1}"
451,19,19,"{""0"": 341, ""1"": 24}","{""0"": 344, ""1"": 20, ""2"": 1}"
452,19,20,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 353, ""1"": 11, ""2"": 1}"
453,19,21,"{""0"": 356, ""1"": 8, ""2"": 1}","{""0"": 356, ""1"": 7, ""2"": 2}"
454,19,22,"{""0"": 360, ""1"": 5}","{""0"": 352, ""1"": 11, ""2"": 2}"
455,19,23,"{""0"": 364, ""1"": 1}","{""0"": 359, ""1"": 6}"
456,20,0,"{""0"": 365}","{""0"": 363, ""1"": 2}"
457,20,1,"{""0"": 365}","{""0"": 361, ""1"": 4}"
458,20,2,"{""0"": 365}","{""0"": 358, ""1"": 7}"
459,20,3,"{""0"": 363, ""1"": 2}","{""0"": 360, ""1"": 5}"
460,20,4,"{""0"": 363, ""1"": 2}","{""0"": 364, ""1"": 1}"
461,20,5,"{""0"": 364, ""1"": 1}","{""0"": 365}"
462,20,6,"{""0"": 351, ""1"": 14}","{""0"": 354, ""1"": 11}"
463,20,7,"{""0"": 346, ""1"": 19}","{""0"": 344, ""1"": 21}"
464,20,8,"{""0"": 348, ""1"": 17}","{""0"": 349, ""1"": 16}"
465,20,9,"{""0"": 350, ""1"": 14, ""2"": 1}","{""0"": 351, ""1"": 14}"
466,20,10,"{""0"": 354, ""1"": 11}","{""0"": 349, ""1"": 16}"
467,20,11,"{""0"": 356, ""1"": 9}","{""0"": 348, ""1"": 16, ""2"": 1}"
468,20,12,"{""0"": 353, ""1"": 12}","{""0"": 348, ""1"": 17}"
469,20,13,"{""0"": 351, ""1"": 14}","{""0"": 353, ""1"": 12}"
470,20,14,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 350, ""1"": 15}"
471,20,15,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 332, ""1"": 31, ""2"": 2}"
472,20,16,"{""0"": 336, ""1"": 27, ""2"": 2}","{""0"": 329, ""1"": 34, ""2"": 2}"
473,20,17,"{""0"": 338, ""1"": 26, ""2"": 1}","{""0"": 343, ""1"": 20, ""2"": 2}"
474,20,18,"{""0"": 344, ""1"": 21}","{""0"": 344, ""1"": 21}"
475,20,19,"{""0"": 349, ""1"": 16}","{""0"": 353, ""1"": 12}"
476,20,20,"{""0"": 354, ""1"": 11}","{""0"": 360, ""1"": 5}"
477,20,21,"{""0"": 360, ""1"": 5}","{""0"": 359, ""1"": 6}"
478,20,22,"{""0"": 362, ""1"": 3}","{""0"": 361, ""1"": 4}"
479,20,23,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}"
480,21,0,"{""0"": 365}","{""0"": 358, ""1"": 7}"
481,21,1,"{""0"": 364, ""1"": 1}","{""0"": 359, ""1"": 5, ""2"": 1}"
482,21,2,"{""0"": 363, ""1"": 2}","{""0"": 356, ""1"": 9}"
483,21,3,"{""0"": 364, ""1"": 1}","{""0"": 360, ""1"": 5}"
484,21,4,"{""0"": 365}","{""0"": 363, ""1"": 2}"
485,21,5,"{""0"": 362, ""1"": 3}","{""0"": 362, ""1"": 3}"
486,21,6,"{""0"": 354, ""1"": 11}","{""0"": 350, ""1"": 15}"
487,21,7,"{""0"": 343, ""1"": 18, ""2"": 3, ""3"": 1}","{""0"": 345, ""1"": 20}"
488,21,8,"{""0"": 337, ""1"": 26, ""2"": 1, ""3"": 1}","{""0"": 351, ""1"": 14}"
489,21,9,"{""0"": 344, ""1"": 20, ""2"": 1}","{""0"": 352, ""1"": 13}"
490,21,10,"{""0"": 345, ""1"": 20}","{""0"": 357, ""1"": 8}"
491,21,11,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 358, ""1"": 6, ""2"": 1}"
492,21,12,"{""0"": 346, ""1"": 18, ""3"": 1}","{""0"": 354, ""1"": 10, ""2"": 1}"
493,21,13,"{""0"": 344, ""1"": 21}","{""0"": 347, ""1"": 17, ""2"": 1}"
494,21,14,"{""0"": 344, ""1"": 20, ""2"": 1}","{""0"": 337, ""1"": 28}"
495,21,15,"{""0"": 331, ""1"": 34}","{""0"": 337, ""1"": 26, ""2"": 2}"
496,21,16,"{""0"": 336, ""1"": 27, ""2"": 2}","{""0"": 336, ""1"": 26, ""2"": 3}"
497,21,17,"{""0"": 348, ""1"": 16, ""3"": 1}","{""0"": 332, ""1"": 32, ""2"": 1}"
498,21,18,"{""0"": 339, ""1"": 26}","{""0"": 338, ""1"": 22, ""2"": 5}"
499,21,19,"{""0"": 343, ""1"": 22}","{""0"": 341, ""1"": 21, ""2"": 3}"
500,21,20,"{""0"": 353, ""1"": 12}","{""0"": 345, ""1"": 19, ""2"": 1}"
501,21,21,"{""0"": 354, ""1"": 11}","{""0"": 349, ""1"": 16}"
502,21,22,"{""0"": 358, ""1"": 7}","{""0"": 353, ""1"": 11, ""2"": 1}"
503,21,23,"{""0"": 362, ""1"": 3}","{""0"": 360, ""1"": 4, ""2"": 1}"
504,22,0,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}"
505,22,1,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}"
506,22,2,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}"
507,22,3,"{""0"": 365}","{""0"": 362, ""1"": 3}"
508,22,4,"{""0"": 365}","{""0"": 362, ""1"": 3}"
509,22,5,"{""0"": 362, ""1"": 3}","{""0"": 364, ""1"": 1}"
510,22,6,"{""0"": 356, ""1"": 9}","{""0"": 358, ""1"": 6, ""2"": 1}"
511,22,7,"{""0"": 349, ""1"": 16}","{""0"": 356, ""1"": 8, ""2"": 1}"
512,22,8,"{""0"": 355, ""1"": 10}","{""0"": 361, ""1"": 4}"
513,22,9,"{""0"": 359, ""1"": 5, ""2"": 1}","{""0"": 355, ""1"": 9, ""2"": 1}"
514,22,10,"{""0"": 353, ""1"": 11, ""2"": 1}","{""0"": 352, ""1"": 12, ""2"": 1}"
515,22,11,"{""0"": 354, ""1"": 11}","{""0"": 358, ""1"": 6, ""2"": 1}"
516,22,12,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 356, ""1"": 9}"
517,22,13,"{""0"": 353, ""1"": 11, ""3"": 1}","{""0"": 354, ""1"": 10, ""2"": 1}"
518,22,14,"{""0"": 357, ""1"": 7, ""2"": 1}","{""0"": 355, ""1"": 8, ""2"": 2}"
519,22,15,"{""0"": 360, ""1"": 4, ""2"": 1}","{""0"": 354, ""1"": 11}"
520,22,16,"{""0"": 359, ""1"": 6}","{""0"": 349, ""1"": 16}"
521,22,17,"{""0"": 359, ""1"": 6}","{""0"": 341, ""1"": 24}"
522,22,18,"{""0"": 351, ""1"": 14}","{""0"": 341, ""1"": 21, ""2"": 3}"
523,22,19,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 350, ""1"": 12, ""2"": 3}"
524,22,20,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 357, ""1"": 7, ""2"": 1}"
525,22,21,"{""0"": 352, ""1"": 11, ""2"": 2}","{""0"": 356, ""1"": 8, ""2"": 1}"
526,22,22,"{""0"": 358, ""1"": 7}","{""0"": 359, ""1"": 6}"
527,22,23,"{""0"": 365}","{""0"": 364, ""1"": 1}"
528,23,0,"{""0"": 363, ""1"": 2}","{""0"": 358, ""1"": 7}"
529,23,1,"{""0"": 362, ""1"": 3}","{""0"": 359, ""1"": 6}"
530,23,2,"{""0"": 362, ""1"": 3}","{""0"": 361, ""1"": 4}"
531,23,3,"{""0"": 364, ""1"": 1}","{""0"": 362, ""1"": 3}"
532,23,4,"{""0"": 362, ""1"": 3}","{""0"": 363, ""1"": 2}"
533,23,5,"{""0"": 358, ""1"": 7}","{""0"": 365}"
534,23,6,"{""0"": 345, ""1"": 18, ""2"": 2}","{""0"": 364, ""1"": 1}"
535,23,7,"{""0"": 330, ""1"": 31, ""2"": 3, ""3"": 1}","{""0"": 361, ""1"": 4}"
536,23,8,"{""0"": 335, ""1"": 26, ""2"": 4}","{""0"": 360, ""1"": 5}"
537,23,9,"{""0"": 341, ""1"": 24}","{""0"": 351, ""1"": 14}"
538,23,10,"{""0"": 342, ""1"": 23}","{""0"": 347, ""1"": 18}"
539,23,11,"{""0"": 338, ""1"": 26, ""2"": 1}","{""0"": 349, ""1"": 16}"
540,23,12,"{""0"": 329, ""1"": 31, ""2"": 5}","{""0"": 342, ""1"": 22, ""2"": 1}"
541,23,13,"{""0"": 332, ""1"": 29, ""2"": 4}","{""0"": 333, ""1"": 30, ""2"": 2}"
542,23,14,"{""0"": 331, ""1"": 32, ""2"": 2}","{""0"": 319, ""1"": 42, ""2"": 4}"
543,23,15,"{""0"": 327, ""1"": 36, ""2"": 2}","{""0"": 312, ""1"": 46, ""2"": 5, ""3"": 1, ""4"": 1}"
544,23,16,"{""0"": 332, ""1"": 30, ""2"": 2, ""3"": 1}","{""0"": 308, ""1"": 50, ""2"": 5, ""3"": 2}"
545,23,17,"{""0"": 329, ""1"": 31, ""2"": 5}","{""0"": 306, ""1"": 52, ""2"": 7}"
